Series Name,Series Code,Country Name,Country Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Canada,CAN,..,1.55988617745969,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Channel Islands,CHI,3.57142857142857,3.67170626349892,3.65984930032293,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Chile,CHL,..,..,..,..,..,..,..,8.4063628013325,8.5491626347143,8.50102224465314,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Croatia,HRV,..,..,1.01552393272962,..,..,..,1.13621262458472,1.15853658536585,1.17403314917127,1.61507402422611,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Cyprus,CYP,21.2883097816113,19.9715819387433,21.4772831154585,20.0420029649152,19.0083724118873,20.7590617928578,21.0405960140386,21.4501222387327,20.5717151209807,19.0224835906146,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Czechia,CZE,0.511945392491468,0.515168860904407,0.716743119266055,0.710025560920193,0.709622480840193,0.709489766177715,0.624313432585926,0.623803578506073,0.623154789100343,0.670379870609385,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Denmark,DNK,..,5.54311308064584,8.30444554493162,8.20887014023486,8.69895536562203,11.652859044199,9.00767828237316,9.01451489686784,9.22256097560976,6.86760778328882,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Dominican Republic,DOM,10.1624024380542,10.7265582143867,10.8798482125376,11.2692200063901,11.5588421282869,11.5133823365552,11.8163371646683,11.7968718021273,11.304370751496,11.1697966898345,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Ecuador,ECU,16.6392694063927,15.6676455346347,16.2799129804206,17.2808586762075,15.8957415565345,17.4484052532833,18.450184501845,18.8665447897623,23.4106207928197,21.1214953271028,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,El Salvador,SLV,1.76247735134245,..,1.86969771847459,..,1.86501630843857,2.12427866521703,2.29154470184829,2.01028686125282,2.01028686125282,2.01028686125282,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Estonia,EST,..,..,0.199401794616152,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Ethiopia,ETH,..,..,..,1.84001614273803,2.08070495739124,..,0.471448509594268,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Finland,FIN,0.396982929734021,0.351895838831706,0.351648351648352,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,France,FRA,..,..,..,..,..,..,6.4253566389628,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Germany,DEU,..,..,2.71204754186926,..,..,..,3.05212413377523,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Ghana,GHA,0.29091720602986,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Greece,GRC,20.2386711820674,19.9064365220197,19.6870925684485,20.4361107139147,20.6583539411811,20.2151294889448,21.5464951173497,21.3427492773632,22.2555567638699,22.2555563495847,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Guatemala,GTM,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Guinea,GIN,..,..,..,0.573996293689601,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Honduras,HND,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Hungary,HUN,1.88677811550152,2.36132218844985,1.84967815221507,1.91212521214407,1.82871978851964,1.91544145509663,2.27491250891914,2.19097586635305,2.6226494342409,2.34471614067628,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Iceland,ISL,..,..,..,..,0.00267094017094017,0.00267094017094017,0.00267094017094017,0.00267094017094017,0.00267094017094017,0.00305250305250305,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,India,IND,37.899492566545,38.0592736886044,37.4767510496831,38.3008993728938,38.7893878827129,39.9642547962803,42.2656390034056,42.9821498809773,43.6985457569589,44.4148265955838,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,"Iran, Islamic Rep.",IRN,16.5804935370153,16.5804935370153,16.5796231013622,..,16.9924331237344,16.9660338809909,16.9516033001616,16.937557099454,16.937557099454,16.937557099454,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Israel,ISR,38.4787055979171,38.73384528938,55.4347826086957,37.2049689440994,34.0714174333385,33.5996240601504,39.8486526393503,37.3654916512059,36.0456416011972,36.1058319359046,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Italy,ITA,..,..,19.926631283172,..,..,..,20.6256884881977,19.7209861018729,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Japan,JPN,32.299794661191,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Jordan,JOR,9.86842105263158,9.79835274069866,10.0003752486022,8.58987090367428,8.25993345077315,7.72407139411481,8.09718172983479,8.75855327468231,8.38926174496644,9.0625,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Kazakhstan,KAZ,0.785011397633019,0.79635734258394,0.809324363757104,0.821132055924301,0.817687414279373,0.83159519624553,0.830916015562981,0.830464232025938,0.830464232025938,0.830464232025938,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,0.964591098240982,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Kyrgyz Republic,KGZ,9.50166238834528,9.50341979121275,9.5208279970781,9.52362880807583,9.68006325452231,9.68519733034991,9.68672235189722,9.68831093661068,9.47492085360157,9.69316653479867,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Lao PDR,LAO,11.4359919571046,..,..,18.6048482793694,18.898827485128,19.487825356843,19.9732777752616,19.9506876583424,19.5145588105142,19.2807799930045,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Latvia,LVA,..,..,0.0310719834282755,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Lithuania,LTU,..,..,0.0710924540438065,..,..,..,0.207183634633682,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,0.275567639261283,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Malaysia,MYS,5.47657312399555,5.15754430878988,5.15692451289231,5.15692451289231,5.15692451289231,5.15692451289231,5.15692451289231,5.15692451289231,5.15692451289231,5.15692451289231,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Malta,MLT,36.1681329423265,36.1681329423265,33.718689788054,33.718689788054,33.718689788054,33.718689788054,42.7113062568606,44.4685714285714,44.4685714285714,33.8680496924376,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Mauritius,MUS,19.7674418604651,19.3023255813953,19.5348837209302,19.1860465116279,20.2325581395349,18.1395348837209,18.3720930232558,17.7906976744186,16.6279069767442,15.7054540970295,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Mexico,MEX,5.94341151213189,..,..,..,..,6.28056520924812,6.32398985750658,6.24613726871408,6.31212933494356,6.5807224250307,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Moldova,MDA,9.84449244060475,9.83175150992235,9.83217567625868,9.83472144305873,9.84449071817819,9.81605942695437,8.72202662781757,8.66747671121912,8.72210953346856,8.72950819672131,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Mongolia,MNG,..,0.0397661853873169,0.0314369070521612,0.0317272332204578,0.032177585006127,0.041800367454393,0.0535198803316101,0.0395838555492778,0.0714285714285714,0.0472112220514459,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Morocco,MAR,5.17902434970498,5.37537857356808,5.41635627530364,5.7091693046894,5.58609306816299,5.95875166026963,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Myanmar,MMR,..,..,11.0100235109718,12.4793160507446,12.6307253295388,12.7432701049355,13.2049306625578,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Nepal,NPL,..,..,..,..,..,..,..,..,32.287354787021,32.2908041986058,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Netherlands,NLD,..,..,11.0743801652893,..,13.9989029072957,16.3419198590929,..,..,..,21.5751525235718,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,New Zealand,NZL,6.29722921914358,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Niger,NER,..,..,..,0.340879922738491,0.392463139821869,0.443256143363022,0.572131671734871,0.577494983744112,0.618213656486928,0.618221616575641,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Nigeria,NGA,..,..,..,0.32317113096099,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,North Macedonia,MKD,..,..,6.67462450592885,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Norway,NOR,..,..,3.42597703883757,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Oman,OMN,4.84293562473588,5.77196652719665,5.88718662952646,6.95558680009925,6.49809101440136,6.43640027692287,7.34099648372437,7.3044972787167,7.3044972787167,7.27715002072391,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Pakistan,PAK,51.2799293832064,51.7374730677863,50.5544382236234,49.239250871551,50.4153925256407,50.5320615316756,52.7363455403158,54.0623091020159,54.0239797479623,54.1741908598416,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Panama,PAN,..,..,..,..,..,2.03060009161704,1.87507474357205,1.89569049142811,1.80844957814457,1.80130633979648,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Paraguay,PRY,..,..,..,..,..,..,..,..,0.483184766882905,0.483184766882905,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Peru,PER,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Poland,POL,..,..,0.923194657019619,..,..,..,..,..,..,0.871056241426612,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Portugal,PRT,..,..,13.0990900876754,13.7416151085177,14.3307589596513,14.333058137529,14.4403614172033,14.5316572173883,14.8112606455884,14.7443285129569,..
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Puerto Rico (US),PRI,..,..,..,..,..,..,..,..,..,..,..
